23562	Produs produtu Lokal	\N	Produs produtu Lokal	\N	\N	Halo marmelada, Produs kirikiri, Mina Nu Virgen no fo kredito	\N	Halo marmelada, Produs kirikiri, Mina Nu Virgen no fo kredito	\N	\N	2003-01-01	2013-05-30	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
23582	Community-based sustainable solar system	\N	Community-based sustainable solar system	\N	\N	Support renewable based on the result of evaluation	\N	Support renewable based on the result of evaluation	\N	\N	2013-02-15	2014-02-09	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23947	Roads for Development	\N	Roads for Development	\N	\N	\N	\N	\N	\N	\N	2009-01-01	2014-01-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23584	Support to Justice	\N	Support to Justice	\N	\N	\N	\N	\N	\N	\N	2008-12-01	2016-12-02	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23585	Climate change Enable activity self assesment	\N	Climate change Enable activity self assesment	\N	\N	\N	\N	\N	\N	\N	2009-09-01	2013-12-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23586	Maternal and Child Health Nutrition (MCHN)	\N	Maternal and Child Health Nutrition (MCHN)	\N	\N	\N	\N	\N	\N	\N	2011-09-01	2013-12-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23587	Public sectors capacity development program	\N	Public sectors capacity development program	\N	\N	Strengthen capacity of local contractor in the area of management	\N	Strengthen capacity of local contractor in the area of management	\N	\N	2009-01-01	2014-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23588	Seeds of Life III	\N	Seeds of Life III	\N	\N	\N	\N	\N	\N	\N	2009-01-01	2014-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23589	Rural Water Supply and Sanitation Program (BESIK II)	\N	Rural Water Supply and Sanitation Program (BESIK II)	\N	\N	\N	\N	\N	\N	\N	2012-02-01	2020-06-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23590	Australia - Timor Leste Program of Assistance for secondary services (ATLASS II)	\N	Australia - Timor Leste Program of Assistance for secondary services (ATLASS II)	\N	\N	\N	\N	\N	\N	\N	2012-06-01	2016-06-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23591	Governance for Development	\N	Governance for Development	\N	\N	\N	\N	\N	\N	\N	2013-01-01	2017-01-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23592	Strengthening Institutional capacity of the National Parliament	\N	Strengthening Institutional capacity of the National Parliament	\N	\N	\N	\N	\N	\N	\N	2011-08-01	2015-02-28	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23593	Ahimatan to Future	\N	Ahimatan to Future	\N	\N	Reducing poverty in Timor Leste pass by local tourism	\N	Reducing poverty in Timor Leste pass by local tourism	\N	\N	2010-02-01	2014-01-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23594	Estabilishing a sustainable national information early warning system (NIEWS) a food security	\N	Estabilishing a sustainable national information early warning system (NIEWS) a food security	\N	\N	\N	\N	\N	\N	\N	2011-02-23	2014-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23595	Innovative approaches to food in security	\N	Innovative approaches to food in security	\N	\N	\N	\N	\N	\N	\N	2011-12-23	2015-06-22	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23596	Inclusion of people with physical disabilities in the social and economic life	\N	Inclusion of people with physical disabilities in the social and economic life	\N	\N	\N	\N	\N	\N	\N	2010-01-01	2013-12-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23599	Capacity Building	\N	Capacity Building	\N	\N	Public speaking, human right, Child protection	\N	Public speaking, human right, Child protection	\N	\N	2012-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23601	Progress out of poverty index (PPI)	\N	Progress out of poverty index (PPI)	\N	\N	\N	\N	\N	\N	\N	2010-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24056	Energy For All	\N	Energy For All	\N	\N	Acces to Alternative energy in rural and Urban areas of Timor Leste	\N	Acces to Alternative energy in rural and Urban areas of Timor Leste	\N	\N	2011-04-04	2014-07-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23602	Support to Agricultures	\N	Support to Agricultures	\N	\N	Improvement in quality of life of coffe producers in Ermera and Liquica with fair trade	\N	Improvement in quality of life of coffe producers in Ermera and Liquica with fair trade	\N	\N	2003-07-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23603	Project for Improvement of Livelihood for the Farmers in Mountainous Areas	\N	Project for Improvement of Livelihood for the Farmers in Mountainous Areas	\N	\N	\N	\N	\N	\N	\N	2013-10-01	2015-09-28	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23604	Support to Prison	\N	Support to Prison	\N	\N	Provide Capacity building for prisoner in National	\N	Provide Capacity building for prisoner in National	\N	\N	2005-05-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23605	WASH	\N	WASH	\N	\N	Water sanitation and Higeny	\N	Water sanitation and Higeny	\N	\N	2012-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23606	Project Multy Development	\N	Project Multy Development	\N	\N	Health, Art & Craft Cooperative	\N	Health, Art & Craft Cooperative	\N	\N	1999-08-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23607	Capacity Building Program	\N	Capacity Building Program	\N	\N	Training cursus non formal for Youth & Women	\N	Training cursus non formal for Youth & Women	\N	\N	2014-01-28	2014-07-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23608	Education non Formal	\N	Education non Formal	\N	\N	Training Computer, Training English, Portuguese, Office Skills	\N	Training Computer, Training English, Portuguese, Office Skills	\N	\N	2008-04-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23609	Community & Livellyhood Project	\N	Community & Livellyhood Project	\N	\N	\N	\N	\N	\N	\N	2006-05-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23610	Capacity Building	\N	Capacity Building	\N	\N	\N	\N	\N	\N	\N	2011-10-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23611	Capacity Building	\N	Capacity Building	\N	\N	Linguage Skill, Englesh and computer skill and Construction	\N	Linguage Skill, Englesh and computer skill and Construction	\N	\N	2014-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23612	Capacity Building Project	\N	Capacity Building Project	\N	\N	Teach Korean Language to Timorense people	\N	Teach Korean Language to Timorense people	\N	\N	2014-01-27	2014-12-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23613	Vocational Training for Unemployed Youth	\N	Vocational Training for Unemployed Youth	\N	\N	Training Office skills, Englis course, Computer Course	\N	Training Office skills, Englis course, Computer Course	\N	\N	2010-05-17	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24112	Child Protection Project	\N	Child Protection Project	\N	\N	Sosialization Nutrition for Children in Rural  Area	\N	Sosialization Nutrition for Children in Rural  Area	\N	\N	2014-04-10	2014-12-10	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23615	Australian Youth Ambassador Development (AYAD)	\N	Australian Youth Ambassador Development (AYAD)	\N	\N	Provide Volunteer age Under 35 years old to Non Governmental Organization (NGO ) and Government	\N	Provide Volunteer age Under 35 years old to Non Governmental Organization (NGO ) and Government	\N	\N	2004-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23616	Australian Volunteer for International Development (AVID)	\N	Australian Volunteer for International Development (AVID)	\N	\N	Provide Volunteer age above 35 years old to Non Governmental Organization (NGO ) and Government	\N	Provide Volunteer age above 35 years old to Non Governmental Organization (NGO ) and Government	\N	\N	2004-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23617	Seeds of life	\N	Seeds of life	\N	\N	Focused on improving food security through increased productivity of major food crops	\N	Focused on improving food security through increased productivity of major food crops	\N	\N	2001-01-01	2016-01-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23618	Volunteer Program	\N	Volunteer Program	\N	\N	Provide volunteers from Austalia to work in Timorese Organisations for capacity building	\N	Provide volunteers from Austalia to work in Timorese Organisations for capacity building	\N	\N	2008-02-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23619	Water Sanitation hygiene to community	\N	Water Sanitation hygiene to community	\N	\N	\N	\N	\N	\N	\N	2010-01-01	2020-12-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23620	Adolescent Reproductive Health	\N	Adolescent Reproductive Health	\N	\N	Sosializ information spesial for youth & Women in Timor  Leste	\N	Sosializ information spesial for youth & Women in Timor  Leste	\N	\N	2011-06-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23621	Child Protection	\N	Child Protection	\N	\N	\N	\N	\N	\N	\N	2010-01-01	2015-12-31	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23622	Youth Empowerment for Sustainable development	\N	Youth Empowerment for Sustainable development	\N	\N	Provide training to youth (life skill training)	\N	Provide training to youth (life skill training)	\N	\N	2011-11-01	2016-06-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23623	Early Childhood Care and  Development	\N	Early Childhood Care and  Development	\N	\N	supporting childrens development through this vital period  ensuring they are physically healthy	\N	supporting childrens development through this vital period  ensuring they are physically healthy	\N	\N	2012-12-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23687	House Hold	\N	House Hold	\N	\N	Chicken Farm	\N	Chicken Farm	\N	\N	2011-10-20	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
23624	Peace Building	\N	Peace Building	\N	\N	Community and Family Violence Prevention Program	\N	Community and Family Violence Prevention Program	\N	\N	2006-04-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23626	Youth Exchange Project	\N	Youth Exchange Project	\N	\N	\N	\N	\N	\N	\N	2006-04-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23627	Traditional Justice	\N	Traditional Justice	\N	\N	Targe Beneficiaries to: Suco Council Specific Lia nain	\N	Targe Beneficiaries to: Suco Council Specific Lia nain	\N	\N	2006-04-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24131	Infrastructure	\N	Infrastructure	\N	\N	Kanalization water sanitation and Higine	\N	Kanalization water sanitation and Higine	\N	\N	2013-02-19	2014-12-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23630	Water Sanitation, and Higine ( WASH)	\N	Water Sanitation, and Higine ( WASH)	\N	\N	Channeling drinking water to the community in rural area	\N	Channeling drinking water to the community in rural area	\N	\N	2005-05-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23631	Conflict Prevention	\N	Conflict Prevention	\N	\N	Provide training to local lider	\N	Provide training to local lider	\N	\N	2012-01-01	2015-09-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23632	Technical Assistance and HASATIL competencies and Strengthen Civil Society organization for rural development	\N	Technical Assistance and HASATIL competencies and Strengthen Civil Society organization for rural development	\N	\N	Capacity-Building to Local CSO's	\N	Capacity-Building to Local CSO's	\N	\N	2012-03-01	2015-03-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23633	Media development	\N	Media development	\N	\N	Develops to média and support to organization média and regional home	\N	Develops to média and support to organization média and regional home	\N	\N	2008-02-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23634	Advocacy	\N	Advocacy	\N	\N	Provide Legal Assistance	\N	Provide Legal Assistance	\N	\N	2001-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23636	Education & Literacy	\N	Education & Literacy	\N	\N	Capacity Building to Expland Opportunities	\N	Capacity Building to Expland Opportunities	\N	\N	2001-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23637	Economic Empowerment	\N	Economic Empowerment	\N	\N	Women's Economic Status	\N	Women's Economic Status	\N	\N	2003-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23638	Advocacy Program	\N	Advocacy Program	\N	\N	Strengthen Women's Leadership and Develop Networks	\N	Strengthen Women's Leadership and Develop Networks	\N	\N	2001-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23639	Maternal & Child Health (MCH)	\N	Maternal & Child Health (MCH)	\N	\N	Improve Women's & Children's Health	\N	Improve Women's & Children's Health	\N	\N	2003-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23640	Familia Hope	\N	Familia Hope	\N	\N	Orphanage	\N	Orphanage	\N	\N	2011-05-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23641	Physiotherapy rehabilitation aide training program-support phase	\N	Physiotherapy rehabilitation aide training program-support phase	\N	\N	Physical rehabilitation treatment for TB disease for disabled people	\N	Physical rehabilitation treatment for TB disease for disabled people	\N	\N	2000-01-01	2016-12-20	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23642	Tuberculosis Programme (TBC) Community Base	\N	Tuberculosis Programme (TBC) Community Base	\N	\N	\N	\N	\N	\N	\N	2005-03-01	2015-12-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23643	Education non Formal and see also to food	\N	Education non Formal and see also to food	\N	\N	Education, see also orphans and meal for poor children	\N	Education, see also orphans and meal for poor children	\N	\N	2004-02-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23956	House Hold	\N	House Hold	\N	\N	\N	\N	\N	\N	\N	2011-01-01	2012-12-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23644	Community based rehabilitation (CBR)	\N	Community based rehabilitation (CBR)	\N	\N	Spesial for Needs	\N	Spesial for Needs	\N	\N	2010-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23645	Capacity Building Project	\N	Capacity Building Project	\N	\N	Provide information about leprosy and how to prevent	\N	Provide information about leprosy and how to prevent	\N	\N	2009-12-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23647	Child Protection	\N	Child Protection	\N	\N	\N	\N	\N	\N	\N	2011-10-01	2012-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23648	Capacity Strengthening	\N	Capacity Strengthening	\N	\N	English Course	\N	English Course	\N	\N	2001-10-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24133	Child Protection Program	\N	Child Protection Program	\N	\N	Increase capacity and consciousness for people about the protection  deficient  in rural area	\N	Increase capacity and consciousness for people about the protection  deficient  in rural area	\N	\N	2014-04-07	2014-12-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23650	Capacity Strengthening	\N	Capacity Strengthening	\N	\N	Training Hospitality and Administration	\N	Training Hospitality and Administration	\N	\N	2009-10-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23651	Agriculture	\N	Agriculture	\N	\N	\N	\N	\N	\N	\N	2010-06-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23652	Capacity Building	\N	Capacity Building	\N	\N	Computer Training, Music Project, Sport Activities for Youth	\N	Computer Training, Music Project, Sport Activities for Youth	\N	\N	2013-06-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23654	Education	\N	Education	\N	\N	\N	\N	\N	\N	\N	2004-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23655	Man reduce violence against women	\N	Man reduce violence against women	\N	\N	Stop violence against women	\N	Stop violence against women	\N	\N	2013-07-16	2014-07-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23656	Capacity Building	\N	Capacity Building	\N	\N	\N	\N	\N	\N	\N	2010-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23660	Chicken Farm	\N	Chicken Farm	\N	\N	House hold	\N	House hold	\N	\N	2009-12-20	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23661	Production Vessel and Flower Pot	\N	Production Vessel and Flower Pot	\N	\N	\N	\N	\N	\N	\N	2009-12-20	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23662	Horticulture	\N	Horticulture	\N	\N	\N	\N	\N	\N	\N	2009-02-20	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23663	Hortikultura	\N	Hortikultura	\N	\N	\N	\N	\N	\N	\N	2011-07-25	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23664	Youth Employment in Agriculture	\N	Youth Employment in Agriculture	\N	\N	\N	\N	\N	\N	\N	2008-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23665	Advocacy Program	\N	Advocacy Program	\N	\N	\N	\N	\N	\N	\N	2010-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23667	Education Inclusive	\N	Education Inclusive	\N	\N	\N	\N	\N	\N	\N	2012-01-01	2016-12-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23668	Hortikultura	\N	Hortikultura	\N	\N	\N	\N	\N	\N	\N	2012-02-15	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23670	Hortilkultura	\N	Hortilkultura	\N	\N	\N	\N	\N	\N	\N	2011-11-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23671	Hortikulutra	\N	Hortikulutra	\N	\N	\N	\N	\N	\N	\N	2012-05-30	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23672	Hortikultura	\N	Hortikultura	\N	\N	\N	\N	\N	\N	\N	2011-11-16	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23673	House Hold	\N	House Hold	\N	\N	Horticulture & Farming	\N	Horticulture & Farming	\N	\N	2010-10-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23675	House Hold	\N	House Hold	\N	\N	Chicken Farm	\N	Chicken Farm	\N	\N	2012-03-09	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23677	House Hold	\N	House Hold	\N	\N	Horticulture	\N	Horticulture	\N	\N	2012-09-11	2013-05-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23678	House Hold	\N	House Hold	\N	\N	Horticulture	\N	Horticulture	\N	\N	2011-08-08	2012-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23679	House Hold	\N	House Hold	\N	\N	hakiak Ikan	\N	hakiak Ikan	\N	\N	2012-02-10	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23680	House hold	\N	House hold	\N	\N	Horticulture	\N	Horticulture	\N	\N	2012-04-28	2013-05-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23683	Vocation Training Program	\N	Vocation Training Program	\N	\N	Carpentry, Building Construction, Industry, Electrical, Automotive, Metal Fabrication and Computer	\N	Carpentry, Building Construction, Industry, Electrical, Automotive, Metal Fabrication and Computer	\N	\N	2012-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24176	Education Non Formal	\N	Education Non Formal	\N	\N	Competition Literature and make library On Line to all School	\N	Competition Literature and make library On Line to all School	\N	\N	2014-07-15	2014-12-15	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23666	Education Formal	\N	Education Formal	\N	\N	\N	\N	\N	\N	\N	2012-02-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
23682	House Hold	\N	House Hold	\N	\N	\N	\N	\N	\N	\N	2012-05-13	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
23676	House Hold	\N	House Hold	\N	\N	Chicken Farm	\N	Chicken Farm	\N	\N	2012-01-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
23674	House Hold	\N	House Hold	\N	\N	Horticulture & Chicken Farm	\N	Horticulture & Chicken Farm	\N	\N	2012-10-12	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
23658	Horticulture	\N	Horticulture	\N	\N	Planting vegetables and corn	\N	Planting vegetables and corn	\N	\N	2011-09-25	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
23669	Livestock	\N	Livestock	\N	\N	Pig farms	\N	Pig farms	\N	\N	2010-05-12	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
23690	House Hold	\N	House Hold	\N	\N	Chicken Farm, rice Plants, Corn Plants	\N	Chicken Farm, rice Plants, Corn Plants	\N	\N	2011-01-01	2013-08-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
